,HourID,title,url,Content
27,20201217,Saudi Arabia’s Crude Oil Exports Inch Up In October,https://oilprice.com/Latest-Energy-News/World-News/Saudi-Arabias-Crude-Oil-Exports-Inch-Up-In-October.html,"In 1654, a strange law…
Abandoning crude, natural gas may…
By Tsvetana Paraskova - Dec 17, 2020, 12:30 PM CSTSaudi Arabia’s crude oil exports rose to 6.159 million barrels per day (bpd) in October,… [+1901 chars]"
28,20201217,Q&A: Building the 2021 corporate treasury,https://www.bloomberg.com/professional/blog/qa-building-the-2021-corporate-treasury/,
29,20201217,Wall Street Is Warming Up To Canada’s Oil Sands,https://oilprice.com/Energy/Energy-General/Wall-Street-Is-Warming-Up-To-Canadas-Oil-Sands.html,"Are frustrated corporate executives right…
Ecuadors struggling oil industry has…
Institutional buyers continue to buy…
By Haley Zaremba - Dec 17, 2020, 12:00 PM CSTThings are looking up for the Ca… [+3920 chars]"
30,20201217,Biden picks top North Carolina environmental official to run EPA,https://www.washingtonpost.com/climate-environment/2020/12/17/biden-epa-regan/,"He would play a central role in realizing Bidens promises to combat climate change, embrace green energy and address environmental racism. As administrator of the EPA, he would be responsible for cra… [+8589 chars]"
31,20201217,Transocean’s $1.5 Billion Restructuring Survives Hedge-Fund Lawsuit,https://www.wsj.com/articles/transoceans-1-5-billion-restructuring-survives-hedge-fund-lawsuit-11608226340,"A federal judge upheld a $1.5 billion debt restructuring by offshore-drilling contractor Transocean Ltd. , ruling against a hedge-fund bondholder that claimed it was treated unfairly as the company t… [+1262 chars]"
32,20201217,Trafigura Sees Oil At $60 Thanks To Vaccines,https://oilprice.com/Latest-Energy-News/World-News/Trafigura-Sees-Oil-At-60-Thanks-To-Vaccines.html,"The global oil industry needs…
Having just recently agreed a…
By Charles Kennedy - Dec 17, 2020, 11:30 AM CSTCommodity trading giant Trafigura expects a strong rebound in oil demand next year thank… [+2012 chars]"
33,20201217,The 6 climate-tech startups that top VCs can't stop talking about,https://www.businessinsider.com/list-top-climate-tech-startups-investors-cant-stop-talking-about-2020-12,
34,20201217,This holiday season is the most unequal in decades,https://www.washingtonpost.com/business/2020/12/17/holiday-inequality-holiday-spending/,"My credit cards are maxed out. Were behind on rent, and theyre about to lift the freeze on evictions, said Sylvester, who shares a two-bedroom apartment with her daughter, mother and two brothers. Ho… [+11129 chars]"
35,20201217,"Oil At 9-Month High While Bitcoin Soars Past $23,000",https://oilprice.com/Energy/Energy-General/Oil-At-9-Month-High-While-Bitcoin-Soars-Past-23000.html,"Ecuadors struggling oil industry has…
Asset managers are increasing the…
European supermajors are betting big…
By Tsvetana Paraskova - Dec 17, 2020, 11:00 AM CSTOil prices continued to rise on Thu… [+1866 chars]"
36,20201217,Two smuggled Sumatran orangutans flown home from Thailand - Reuters India,https://in.reuters.com/article/thailand-indonesia-orangutans-idINKBN28R2KL,"BANGKOK (Reuters) - Two critically endangered orangutans smuggled into Thailand three years ago were returned to Indonesia on Thursday, where they will undergo rehabilitation before being released in… [+1600 chars]"
37,20201217,Colts coach Frank Reich jokes that Texans should rest QB Deshaun Watson,https://texanswire.usatoday.com/2020/12/17/colts-frank-reich-jokes-texans-rest-deshaun-watson/,"One of the big conundrums going around the Houston sports scene is whether or not the Texans should shutdown quarterback Deshaun Watson.
Given that Watson tore his ACL in his rookie season, and he h… [+1722 chars]"
38,20201217,Texans DE J.J. Watt on the 2020 season: ‘Just every week is something’,https://texanswire.usatoday.com/2020/12/17/texans-j-j-watt-2020-season-every-week-something/,"Houston Texans defensive end J.J. Watt has had a 2020 to remember or repress in his memories.
Aside from the COVID-19 situation, the Texans season has been a tectonic shift of emotions all throughou… [+2099 chars]"
39,20201217,Putin: Russia Reduces Its Dependence On Oil,https://oilprice.com/Energy/Crude-Oil/Putin-Russia-Reduces-Its-Dependence-On-Oil.html,"The UAE is clearly changing…
Russia, through oil giant Gazprom…
Oil prices rose on Wednesday…
By Irina Slav - Dec 17, 2020, 10:00 AM CSTRussia is successfully weaning itself off oil revenues, Pres… [+1935 chars]"
40,20201217,Saudi crude exports rise to 6.16 million bpd in October - Reuters,https://www.reuters.com/article/saudi-oil-jodi-int-idUSKBN28R2FD,"By Reuters Staff
(Reuters) - Saudi Arabias crude oil exports rose for the fourth straight month to 6.16 million barrels per day (bpd) in October from 6.07 million bpd in September, official data sho… [+993 chars]"
41,20201217,Bankruptcy Hit U.S. Oil Producers To Lose Quarter Of Production In 2021,https://oilprice.com/Latest-Energy-News/World-News/Bankruptcy-Hit-US-Oil-Producers-To-Lose-Quarter-Of-Production-In-2021.html,"China is expanding its influence…
Oil prices were holding steady…
By Rystad Energy - Dec 17, 2020, 9:30 AM CSTAs Chapter 11 filings by US E&amp;Ps continue to pile up, onshore oil production from c… [+2998 chars]"
42,20201217,Latest on worldwide spread of the coronavirus - Reuters India,https://in.reuters.com/article/health-coronavirus-latest-idINKBN28R277,"By Reuters Staff
(Reuters) - French President Emmanuel Macron has tested positive for coronavirus, his office said on Thursday, sparking a track and trace effort targeting EU leaders and senior offi… [+3819 chars]"
43,20201217,"EMERGING MARKETS-Latam FX, stocks gain on U.S. stimulus talks - Reuters",https://www.reuters.com/article/emerging-markets-latam-idUSL4N2IX3CM,"* LatAm stocks, currencies near March highs
 * Chilean peso jumps as copper prices nears 8-year high
 * Mexican and Colombian peso supported by higher oil prices
By Shashank Nayar
 Dec 17 (Reuter… [+2548 chars]"
44,20201217,"GLOBAL MARKETS-Global stocks gain on stimulus, Brexit hopes - Reuters UK",https://in.reuters.com/article/us-global-markets-idUKKBN28Q39Q,"NEW YORK/LONDON (Reuters) - Global stocks scaled new peaks on Thursday, fueled by growing optimism that deals will be reached over a fresh U.S. stimulus package and a post-Brexit trade deal between t… [+3983 chars]"
47,20201217,Oil Industry Needs Whopping $12.6 Trillion In Investments,https://oilprice.com/Energy/Energy-General/Oil-Industry-Needs-Whopping-126-Trillion-In-Investments.html,"An explosion rocked a Singapore-flagged…
Pipeline companies have seen their…
Asset managers are increasing the…
By Irina Slav - Dec 17, 2020, 9:00 AM CSTThe global oil industry needs some $12.6 tr… [+1961 chars]"
48,20201217,NFL Week 15 preview: Several teams in line for playoff berths as season heads to home stretch,https://www.foxnews.com/sports/nfl-week-15-2020-preview,"There are three games left in the 2020 NFL regular season and this week is the most important by far.
Several teams are looking at clinching playoff berths this week, including the Buffalo Bills, Lo… [+10948 chars]"
49,20201217,US stocks climb as $900 billion stimulus deal appears imminent,https://www.businessinsider.com/stock-market-news-today-900-billion-stimulus-deal-appears-imminent-2020-12,"Alex Wong/Getty Images; Sarah Silbiger/Getty Images
<ul><li>US stocks gained on Thursday as a $900 billion fiscal stimulus deal appeared imminent.</li><li>The stimulus deal would include direct paye… [+1992 chars]"
50,20201217,Health and fitness gift ideas for anyone obsessed with working out,https://www.cnn.com/2020/12/17/cnn-underscored/gifts-for-fitness-lovers/index.html,"While some people may be looking at 2021 as the year they invest in staying as cozy as possible at home, or finally learn how to master cooking or seriously upgrade their WFH setup or even reinvent t… [+18963 chars]"
51,20201217,"24 energy investors, CEOs, and analysts share their top predictions for 2021 as the industry rebounds from a pandemic-driven slump",https://www.businessinsider.com/energy-experts-dish-on-what-to-expect-in-2021-2020-12,
52,20201217,Oil prices hit nine-month high after inventory draw - Reuters India,https://in.reuters.com/article/global-oil-idINKBN28R22U,"SINGAPORE/LONDON (Reuters) - Oil climbed to a nine-month high on Thursday after government data showed a fall in U.S. crude stockpiles last week, while progress towards a U.S. fiscal stimulus deal an… [+1707 chars]"
53,20201217,Climate change turns up the heat on ad industry - Reuters India,https://in.reuters.com/article/climate-change-advertising-idINKBN28R223,"(Reuters) - The avuncular man in the TV ad has an urgent-sounding message from his employer, the oil giant Chevron Corp.
A combination picture shows screenshots from a TV advertisement created in 20… [+10133 chars]"
54,20201217,Airline Slump Still Dogs Oil Demand,https://oilprice.com/Energy/Energy-General/Airline-Slump-Still-Dogs-Oil-Demand.html,"The oil &amp; gas industry…
As the electric vehicle boom…
European supermajors are betting big…
By Julianne Geiger - Dec 17, 2020, 8:00 AM CSTOil prices may be ticking upward, but oil demand still… [+1837 chars]"
55,20201217,Stocks rally to record highs as Congress closes in on coronavirus stimulus deal - Fox Business,https://www.foxbusiness.com/markets/us-stocks-dec-17-2020,"Stocks rallied to record highs Thursday as Congress moved closer to reaching a deal on a COVID-19 relief package.
The Dow Jones Industrial Average was up 144 points, or 0.48%, while the S&amp;P 500 … [+3534 chars]"
56,20201217,Investors turn bullish on pandemic-hit North America oil stocks - Reuters UK,https://www.reuters.com/article/global-oil-canada-idUSKBN28R1UG,WINNIPEG/TORONTO (Reuters) - Shares of North Americas hard-hit oil and gas producers are climbing sharply as investors bet COVID-19 vaccine rollouts will ease the pandemics travel restrictions and re… [+2893 chars]
57,20201217,The Energy 202: These are the top climate stories of 2020,https://www.washingtonpost.com/politics/2020/12/17/energy-202-these-are-top-climate-stories-2020/,"Here are some of the top stories on climate change in 2020: 
The contrast between President Trump and President-elect Joe Biden on climate change could not be starker. While Trump pulled the United … [+11313 chars]"
59,20201217,Joe Biden faces a key decision on Venezuela,https://www.cnn.com/2020/12/17/opinions/joe-biden-venezuela-nicolas-maduro-berg-hernandez/index.html,"Ryan C. Berg is a research fellow in Latin America Studies at the American Enterprise Institute. José Ignacio Hernández is a visiting fellow at Harvard Kennedy School, a Venezuelan law professor, and… [+5688 chars]"
60,20201217,"METALS-Copper pushes towards highest since 2013 with $8,000 in reach - Reuters India",https://in.reuters.com/article/global-metals-idINL1N2IX0ZT,"By Reuters Staff
(Updates throughout, moves dateline from HANOI)
LONDON, Dec 17 (Reuters) - Copper prices rose towards their highest in nearly 8 years on Thursday, pushed upwards by falling stockpi… [+1999 chars]"
62,20201217,INSIGHT- Climate change turns up the heat on ad industry,https://www.reuters.com/article/climate-change-advertising-insight-idUSKBN28R1NJ,"(Reuters) - The avuncular man in the TV ad has an urgent-sounding message from his employer, the oil giant Chevron Corp.
Solitaire Townsend, co-founder of Futerra advertising firm, poses for a portr… [+10070 chars]"
63,20201217,Global stocks jump after US lawmakers near deal on $900 billion stimulus package and the Fed upgrades GDP forecasts,https://www.businessinsider.com/stock-market-today-us-lawmakers-near-relief-bill-fed-raises-outlook-2020-12,"Global stocks jumped on Thursday after US lawmakers neared a stimulus deal on a $900 billion package and the Federal Reserve improved its GDP outlook for the next two years.
Futures tied to the Dow … [+3242 chars]"
64,20201217,"WSJ Wealth Adviser Briefing: Big Pharma Checkup, Reviving Zombie Brands, High-End Purchasing",https://blogs.wsj.com/moneybeat/2020/12/17/wsj-wealth-adviser-briefing-big-pharma-checkup-reviving-zombie-brands-high-end-purchasing/,"Below, some of the best analysis and insight from WSJ writers and columnists, the Dow Jones Newswires team and occasionally beyond, on investing, the wealth-management business and more.CORONAVIRUS O… [+3741 chars]"
65,20201217,"How a pipeline replacement, expansion and reversal give oil producers new route to Texas",https://financialpost.com/commodities/energy/how-a-pipeline-replacement-expansion-and-reversal-give-oil-producers-new-route-to-texas,"Its kind of insurance, Skolnick said. Its not perfect. It would be perfect if it was 1.2 million bpd from Edmonton or Hardisty down to Louisiana.
Calgary-based TC Energy Corp. has been building the … [+1989 chars]"
66,20201217,"Iran's Rouhani says 'no doubt' Biden will rejoin nuclear deal, lift sanctions",https://www.washingtonpost.com/world/middle_east/iran-sanctions-biden-nuclear-deal/2020/12/17/ef5fbd62-4040-11eb-b58b-1623f6267960_story.html,"I have no doubt that the heroic national resistance of Iran is going to compel the future U.S. government to bow and the sanctions will be broken, Rouhani said Thursday at the inauguration of several… [+2422 chars]"
67,20201217,'There is hardly any gas': LNG price rally exacerbates gas crunch in Asia - Reuters India,https://in.reuters.com/article/global-lng-prices-idINKBN28R15K,SINGAPORE (Reuters) - Surging spot prices for liquefied natural gas (LNG) are exacerbating a gas supply crunch in key fast-growing emerging markets in Asia just as a cold spell in other parts of the … [+3323 chars]
69,20201217,GLOBAL MARKETS-Stimulus hopes boost stocks to record; bitcoin soars - Reuters,https://www.reuters.com/article/global-markets-int-idUSKBN28Q39O,LONDON/SINGAPORE (Reuters) - World stocks scaled new peaks and oil marched higher on Thursday as investors lapped up risky assets on hopes of a U.S. fiscal stimulus and the Federal Reserves pledge to… [+3950 chars]
70,20201217,Stocks futures gain on stimulus optimism,https://www.foxbusiness.com/markets/stocks-futures-gain-on-stimulus-optimism,"U.S. equity futures are trading higher on Thursday morning, buoyed by hopes the U.S. Congress may finally deliver fresh aid to help American businesses and families weather the pandemic.
The major f… [+2869 chars]"
71,20201217,"Nursing homes, contagious Clauses, toy drive boost: News from around our 50 states",https://www.usatoday.com/story/news/50-states/2020/12/17/nursing-homes-contagious-clauses-toy-drive-boost-news-around-states/115159246/,"Alabama
Montgomery: A federal judge has thrown out a lawsuit challenging the states mandatory face mask mandate, which opponents claimed is unconstitutional. U.S. District Judge Keith Watkins, in a … [+54721 chars]"
75,20201217,Singapore's November exports fall 4.9% in year's biggest drop - Reuters India,https://www.reuters.com/article/singapore-economy-exports-idINKBN28R0Z2,"By Reuters Staff
Containers are stacked up at PSA's Tanjong Pagar container terminal in Singapore July 24, 2015. REUTERS/Edgar Su/Files
SINGAPORE (Reuters) - Singapores November non-oil domestic ex… [+762 chars]"
77,20201217,Saudi economy shrinks 4.6% in third quarter as oil sector takes a hit - Reuters India,https://in.reuters.com/article/saudi-gdp-idINKBN28R0YJ,"By Reuters Staff
Saudi women wearing protective gloves shop at a supermarket, following the outbreak of the coronavirus disease (COVID-19), in Riyadh, Saudi Arabia May 11, 2020. REUTERS/Ahmed Yosri/… [+1165 chars]"
79,20201217,Oil prices climb to nine-month high after inventory draw - Reuters India,https://in.reuters.com/article/global-oil-idINKBN28R0WL,"FILE PHOTO: An oil tanker unloads crude oil at a crude oil terminal in Zhoushan, Zhejiang province, China July 4, 2018. REUTERS/Stringer
SINGAPORE (Reuters) - Oil climbed to a nine-month high on Thu… [+1870 chars]"
81,20201217,Islamic fintech Wahed Invest to buy UK digital banking app Niya - Reuters India,https://in.reuters.com/article/us-m-a-wahed-niya-idINKBN28R0UU,"LONDON (Reuters) - Wahed Inc, a U.S.-based Islamic-finance fintech startup backed by Saudi Aramco, will acquire Niyah Ltd, a British company that runs a digital banking app designed for the Muslim co… [+1642 chars]"
83,20201217,"MORNING BID-One down, two to go - Reuters UK",https://in.reuters.com/article/markets-europe-view-idUKL8N2IX1BA,"By Reuters Staff
LONDON, Dec 17 (Reuters) - A look at the day ahead from Dhara Ranasinghe and Danilo Masoni.
A day after the Federal Reserve ended its final meeting of the year with a vow to keep f… [+1872 chars]"
85,20201217,Oil Extends Gain From 10-Month High After U.S. Stockpiles Shrink,https://www.bloomberg.com/news/articles/2020-12-16/oil-holds-gain-near-10-month-high-after-crude-stockpiles-decline,
86,20201217,Abu Dhabi Oil Giant Mulls Stake in Egypt's First Army Firm Offer,https://www.bloomberg.com/news/articles/2020-12-17/abu-dhabi-oil-giant-mulls-stake-in-egypt-s-first-army-firm-offer,
88,20201217,Two smuggled Sumatran orangutans flown home from Thailand - Reuters.com,https://in.reuters.com/article/us-thailand-indonesia-orangutans-idUSKBN28R0PW,"An orangutan, which was seized from the Thailand-Malaysia border 3 years ago, looks from a cage before it is being transferred to Indonesia, at the airport in Bangkok, Thailand December 17,2020. REUT… [+1818 chars]"
89,20201217,Natixis sees more deals coming from Gulf states monetising oil assets - Reuters,https://www.reuters.com/article/natixis-mideast-oil-idUSL8N2IW2NA,"DUBAI, Dec 17 (Reuters) - Natixis expects oil-rich Gulf states to accelerate privatisations, including by extracting revenue from oil assets, with Saudi Arabia and possibly Oman as likely candidates … [+1744 chars]"
91,20201217,Natixis sees more deals coming from Gulf states monetising oil assets,https://www.reuters.com/article/natixis-mideast-oil-int-idUSKBN28R0NU,"FILE PHOTO: The logo of Natixis is displayed in Hong Kong, China December 1, 2015. REUTERS/Bobby Yip
DUBAI (Reuters) - Natixis expects oil-rich Gulf states to accelerate privatisations, including by… [+1838 chars]"
92,20201217,Saudi economy shrinks 4.6% in third-quarter as oil sector takes a hit - Reuters,https://www.reuters.com/article/saudi-gdp-int-idUSKBN28R0MN,"By Reuters Staff
FILE PHOTO: A car drives past the Kingdom Centre Tower in Riyadh, Saudi Arabia, November 12, 2017. REUTERS/Faisal Al Nasser
DUBAI (Reuters) - Saudi Arabias economy shrank more slow… [+1102 chars]"
93,20201217,Indonesia spent more on biodiesel subsidies than funds collected in 2020 - Reuters India,https://in.reuters.com/article/indonesia-palmoil-biodiesel-idINL4N2IX1HC,"By Reuters Staff
JAKARTA, Dec 17 (Reuters) - Indonesia spent more on biodiesel subsidies than funds it collected through export levies this year, Eddy Abdurrachman, president director of the country… [+1343 chars]"
94,20201217,Indonesia spent more on biodiesel subsidies than funds collected in 2020,https://www.reuters.com/article/indonesia-palmoil-biodiesel-idUSL4N2IX1HC,"By Reuters Staff
JAKARTA, Dec 17 (Reuters) - Indonesia spent more on biodiesel subsidies than funds it collected through export levies this year, Eddy Abdurrachman, president director of the country… [+1343 chars]"
95,20201217,UPDATE 1-Australia's Far gets $159.2 mln buyout offer from Remus Horizons - Reuters India,https://in.reuters.com/article/far-ma-remus-horizon-idINL4N2IX1DX,"By Reuters Staff
(Adds details on the offer, background)
Dec 17 (Reuters) - Oil and gas explorer Far Ltd said on Thursday it received a A$209.6 million ($159.15 mln) all-cash takeover proposal from… [+1142 chars]"
96,20201217,UK Stocks-Factors to watch on Dec. 17 - Reuters UK,https://www.reuters.com/article/britain-stocks-factors-idUKL4N2IX1I1,"By Reuters Staff
Dec 17 (Reuters) - Britain's FTSE 100 futures index was 0.24% higher
on Thursday.
* G4S: Security firm GardaWorld said on Wednesday its cash offer for rival
G4S will remain open … [+1808 chars]"
98,20201217,"Biden's expected Energy Department pick, Granholm, could lead charge on electric cars - Reuters India",https://in.reuters.com/article/usa-biden-granholm-evs-idINKBN28R0JO,"WASHINGTON/DETROIT (Reuters) - When Jennifer Granholm was governor of auto-manufacturing Michigan, she led a charge that secured a whopping $1.35 billion in federal funding for companies to make elec… [+4902 chars]"
99,20201217,UPDATE 1-Singapore's Nov exports fall 4.9% in year's biggest drop - Reuters India,https://in.reuters.com/article/singapore-economy-exports-idINL1N2IX0AF,"By Reuters Staff
SINGAPORE, Dec 17 (Reuters) - Singapores November non-oil domestic exports (NODX) fell 4.9% from a year earlier, its biggest drop since November 2019, mainly due to lower shipments … [+650 chars]"
